"CustomerID";"Recency";"Frequency";"Monetary";"Cluster";"Label"
"12722";0.004304160688665348;0.014423076923076924;0.003540328336902213;2;"Dormant Customers"
"12722";0.004304160688665348;0.014423076923076924;0.003540328336902213;2;"VIP / Loyal Customers"
"12722";0.004304160688665348;0.014423076923076924;0.003540328336902213;2;"At Risk"
"12722";0.004304160688665348;0.014423076923076924;0.003540328336902213;2;"Window Shoppers"
"14540";0.4060258249641322;0.009615384615384616;0.0035331905781584585;1;"Dormant Customers"
"14540";0.4060258249641322;0.009615384615384616;0.0035331905781584585;1;"VIP / Loyal Customers"
"14540";0.4060258249641322;0.009615384615384616;0.0035331905781584585;1;"At Risk"
"14540";0.4060258249641322;0.009615384615384616;0.0035331905781584585;1;"Window Shoppers"
"15110";0.30989956958393083;0.014423076923076924;0.0035331905781584585;0;"Dormant Customers"
"15110";0.30989956958393083;0.014423076923076924;0.0035331905781584585;0;"VIP / Loyal Customers"
"15110";0.30989956958393083;0.014423076923076924;0.0035331905781584585;0;"At Risk"
"15110";0.30989956958393083;0.014423076923076924;0.0035331905781584585;0;"Window Shoppers"
"16009";0.2180774748923957;0.014423076923076924;0.003522483940042827;0;"Dormant Customers"
"16009";0.2180774748923957;0.014423076923076924;0.003522483940042827;0;"VIP / Loyal Customers"
"16009";0.2180774748923957;0.014423076923076924;0.003522483940042827;0;"At Risk"
"16009";0.2180774748923957;0.014423076923076924;0.003522483940042827;0;"Window Shoppers"
"16232";0.18220946915351455;0.014423076923076924;0.0035153461812990725;0;"Dormant Customers"
"16232";0.18220946915351455;0.014423076923076924;0.0035153461812990725;0;"VIP / Loyal Customers"
"16232";0.18220946915351455;0.014423076923076924;0.0035153461812990725;0;"At Risk"
"16232";0.18220946915351455;0.014423076923076924;0.0035153461812990725;0;"Window Shoppers"
"14223";0.1764705882352935;0.009615384615384616;0.0035153461812990725;0;"Dormant Customers"
"14223";0.1764705882352935;0.009615384615384616;0.0035153461812990725;0;"VIP / Loyal Customers"
"14223";0.1764705882352935;0.009615384615384616;0.0035153461812990725;0;"At Risk"
"14223";0.1764705882352935;0.009615384615384616;0.0035153461812990725;0;"Window Shoppers"
"17324";0.012912482065996933;0.014423076923076924;0.0035117773019271953;2;"Dormant Customers"
"17324";0.012912482065996933;0.014423076923076924;0.0035117773019271953;2;"VIP / Loyal Customers"
"17324";0.012912482065996933;0.014423076923076924;0.0035117773019271953;2;"At Risk"
"17324";0.012912482065996933;0.014423076923076924;0.0035117773019271953;2;"Window Shoppers"
"17939";0.39885222381635543;0.0;0.00033190578158458244;1;"Dormant Customers"
"17939";0.39885222381635543;0.0;0.00033190578158458244;1;"VIP / Loyal Customers"
"17939";0.39885222381635543;0.0;0.00033190578158458244;1;"At Risk"
"17939";0.39885222381635543;0.0;0.00033190578158458244;1;"Window Shoppers"
"15062";0.2697274031563843;0.014423076923076924;0.0035046395431834404;0;"Dormant Customers"
"15062";0.2697274031563843;0.014423076923076924;0.0035046395431834404;0;"VIP / Loyal Customers"
"15062";0.2697274031563843;0.014423076923076924;0.0035046395431834404;0;"At Risk"
"15062";0.2697274031563843;0.014423076923076924;0.0035046395431834404;0;"Window Shoppers"
"16376";0.4763271162123388;0.004807692307692308;0.0035010706638115632;1;"Dormant Customers"
"16376";0.4763271162123388;0.004807692307692308;0.0035010706638115632;1;"VIP / Loyal Customers"
"16376";0.4763271162123388;0.004807692307692308;0.0035010706638115632;1;"At Risk"
"16376";0.4763271162123388;0.004807692307692308;0.0035010706638115632;1;"Window Shoppers"
"18237";0.0028694404591105283;0.019230769230769232;0.0035010706638115632;2;"Dormant Customers"
"18237";0.0028694404591105283;0.019230769230769232;0.0035010706638115632;2;"VIP / Loyal Customers"
"18237";0.0028694404591105283;0.019230769230769232;0.0035010706638115632;2;"At Risk"
"18237";0.0028694404591105283;0.019230769230769232;0.0035010706638115632;2;"Window Shoppers"
"13117";0.09038737446197942;0.03365384615384616;0.003493932905067809;2;"Dormant Customers"
"13117";0.09038737446197942;0.03365384615384616;0.003493932905067809;2;"VIP / Loyal Customers"
"13117";0.09038737446197942;0.03365384615384616;0.003493932905067809;2;"At Risk"
"13117";0.09038737446197942;0.03365384615384616;0.003493932905067809;2;"Window Shoppers"
"17144";0.17216642754662814;0.004807692307692308;0.003493932905067809;0;"Dormant Customers"
"17144";0.17216642754662814;0.004807692307692308;0.003493932905067809;0;"VIP / Loyal Customers"
"17144";0.17216642754662814;0.004807692307692308;0.003493932905067809;0;"At Risk"
"17144";0.17216642754662814;0.004807692307692308;0.003493932905067809;0;"Window Shoppers"
"15071";0.14060258249641322;0.004807692307692308;0.0034832262669521772;2;"Dormant Customers"
"15071";0.14060258249641322;0.004807692307692308;0.0034832262669521772;2;"VIP / Loyal Customers"
"15071";0.14060258249641322;0.004807692307692308;0.0034832262669521772;2;"At Risk"
"15071";0.14060258249641322;0.004807692307692308;0.0034832262669521772;2;"Window Shoppers"
"15133";0.05451936872309915;0.009615384615384616;0.0034832262669521772;2;"Dormant Customers"
"15133";0.05451936872309915;0.009615384615384616;0.0034832262669521772;2;"VIP / Loyal Customers"
"15133";0.05451936872309915;0.009615384615384616;0.0034832262669521772;2;"At Risk"
"15133";0.05451936872309915;0.009615384615384616;0.0034832262669521772;2;"Window Shoppers"
"16907";0.08608321377331407;0.019230769230769232;0.0034832262669521772;2;"Dormant Customers"
"16907";0.08608321377331407;0.019230769230769232;0.0034832262669521772;2;"VIP / Loyal Customers"
"16907";0.08608321377331407;0.019230769230769232;0.0034832262669521772;2;"At Risk"
"16907";0.08608321377331407;0.019230769230769232;0.0034832262669521772;2;"Window Shoppers"
"16085";0.0;0.019230769230769232;0.0034832262669521772;2;"Dormant Customers"
"16085";0.0;0.019230769230769232;0.0034832262669521772;2;"VIP / Loyal Customers"
"16085";0.0;0.019230769230769232;0.0034832262669521772;2;"At Risk"
"16085";0.0;0.019230769230769232;0.0034832262669521772;2;"Window Shoppers"
"16188";0.05164992826398862;0.014423076923076924;0.0034832262669521772;2;"Dormant Customers"
"16188";0.05164992826398862;0.014423076923076924;0.0034832262669521772;2;"VIP / Loyal Customers"
